"ENSEMBL_ID"	"Gene_Symbol"	"Gene_Length"	"CS52new.ISO_4"	"CS52old.ISO_4a"	"CS52old.ISO_4b"
"ENSG00000213188"	"YBX1P4"	808	2	0	2
"ENSG00000055609"	"KMT2C"	20114	4550	4426	4637
"ENSG00000270405"	"AC104692.2"	253	0	0	0
"ENSG00000204894"	"AC104692.1"	90	0	0	0
"ENSG00000241007"	"SEPT7P6"	1143	2	5	3
"ENSG00000253088"	"RF00019"	114	0	0	0
"ENSG00000241735"	"FABP5P3"	1637	3	2	3
"ENSG00000020219"	"CCT8L1P"	1674	0	0	0
"ENSG00000261455"	"LINC01003"	1764	53	34	83
"ENSG00000231139"	"AC104843.2"	297	0	0	0
"ENSG00000199404"	"RNA5SP250"	119	0	0	0
"ENSG00000285912"	"AC104843.3"	119	0	0	0
"ENSG00000225416"	"AC104843.1"	319	1	2	1
"ENSG00000212590"	"RF00568"	122	0	0	0
"ENSG00000196584"	"XRCC2"	4853	96	37	143
"ENSG00000214003"	"ATP5PBP3"	657	0	0	0
"ENSG00000244328"	"RN7SL845P"	290	0	0	0
"ENSG00000133627"	"ACTR3B"	6024	71	112	123
"ENSG00000224104"	"AC079809.1"	276	0	0	0
"ENSG00000234722"	"LINC01287"	4987	0	0	0
"ENSG00000285524"	"AC073236.1"	993	0	0	0
"ENSG00000233489"	"PAXBP1P1"	447	0	0	0
"ENSG00000130226"	"DPP6"	13574	3	20	40
"ENSG00000226509"	"AC005588.1"	162	0	0	0
"ENSG00000270114"	"AC006019.3"	698	0	0	0
"ENSG00000203335"	"AC006019.1"	2470	0	0	0
"ENSG00000233363"	"AC006019.2"	3044	0	0	0
"ENSG00000236408"	"AC073336.1"	664	0	0	0
"ENSG00000214106"	"PAXIP1-AS2"	7553	17	28	86
"ENSG00000157212"	"PAXIP1"	9643	387	311	431
"ENSG00000272760"	"AC093726.1"	963	0	0	0
"ENSG00000273183"	"AC093726.2"	679	1	0	2
"ENSG00000273344"	"PAXIP1-AS1"	2256	80	42	94
"ENSG00000220575"	"HTR5A-AS1"	2730	0	0	0
"ENSG00000157219"	"HTR5A"	4901	0	0	0
"ENSG00000283339"	"AC093726.3"	150	0	0	0
"ENSG00000274637"	"AC092628.2"	339	0	0	0
"ENSG00000228806"	"AC092628.1"	252	0	0	0
"ENSG00000201066"	"RN7SKP280"	304	0	0	0
"ENSG00000217825"	"AC099552.1"	744	1	0	0
"ENSG00000228521"	"AC099552.3"	367	0	0	0
"ENSG00000278998"	"AC099552.4"	949	1	0	0
"ENSG00000225612"	"AC099552.2"	456	0	0	0
"ENSG00000273117"	"AC144652.1"	1624	15	10	9
"ENSG00000186480"	"INSIG1"	3650	887	2988	934
"ENSG00000204960"	"BLACE"	2456	0	0	0
"ENSG00000218672"	"AC008060.1"	1551	0	0	0
"ENSG00000260426"	"AC008060.4"	1861	0	0	0
"ENSG00000236544"	"AC008060.3"	534	0	0	0
"ENSG00000164778"	"EN2"	3395	1	11	3
"ENSG00000146910"	"CNPY1"	3615	0	0	0
"ENSG00000283128"	"AC009403.2"	5436	3	0	1
"ENSG00000227365"	"AC008060.2"	468	0	0	0
"ENSG00000216895"	"AC009403.1"	2031	77	8	27
"ENSG00000184863"	"RBM33"	13132	1687	1440	2306
"ENSG00000164690"	"SHH"	5038	0	1	1
"ENSG00000204876"	"AC021218.1"	2536	0	0	0
"ENSG00000207061"	"RF00019"	102	0	0	0
"ENSG00000270584"	"AC093813.1"	256	0	0	0
"ENSG00000228569"	"AC073133.1"	432	0	2	0
"ENSG00000233878"	"AC073133.2"	2698	0	0	1
"ENSG00000182648"	"LINC01006"	3964	10	14	44
"ENSG00000279418"	"LINC00244"	613	0	0	0
"ENSG00000234450"	"AC005534.2"	433	1	0	0
"ENSG00000105982"	"RNF32"	4371	12	16	37
"ENSG00000224903"	"AC005534.1"	742	3	3	2
"ENSG00000105983"	"LMBR1"	11819	760	1169	1643
"ENSG00000206938"	"RNU4-31P"	141	0	0	0
"ENSG00000230033"	"AC006357.1"	531	0	0	0
"ENSG00000146909"	"NOM1"	7788	1054	796	871
"ENSG00000130675"	"MNX1"	4202	0	2	0
"ENSG00000235029"	"MNX1-AS2"	374	0	1	0
"ENSG00000243479"	"MNX1-AS1"	1041	0	0	0
"ENSG00000236102"	"AC006967.2"	432	0	0	0
"ENSG00000229365"	"AC006967.1"	589	0	0	0
"ENSG00000269446"	"AC006967.3"	1093	9	0	7
"ENSG00000009335"	"UBE3C"	9220	1934	1774	1937
"ENSG00000225224"	"RPS27AP12"	465	7	3	4
"ENSG00000236018"	"AC004898.1"	766	3	0	0
"ENSG00000224629"	"AC004975.1"	208	0	0	0
"ENSG00000229660"	"AC004975.2"	565	0	0	0
"ENSG00000105993"	"DNAJB6"	14981	1456	1626	1095
"ENSG00000234210"	"AC006372.3"	4049	0	0	0
"ENSG00000223872"	"AC006372.1"	546	0	0	0
"ENSG00000233191"	"AC006372.2"	1582	0	0	0
"ENSG00000280266"	"AC006372.4"	1543	0	0	0
"ENSG00000155093"	"PTPRN2"	4833	7	9	16
"ENSG00000207960"	"MIR153-2"	87	0	0	0
"ENSG00000222012"	"AC005481.1"	3456	0	0	0
"ENSG00000231515"	"AC006003.1"	613	0	0	0
"ENSG00000233038"	"AC011899.2"	1581	442	0	0
"ENSG00000272839"	"AC011899.3"	617	104	0	0
"ENSG00000285821"	"AC011899.4"	1462	0	0	0
"ENSG00000231980"	"AC011899.1"	3600	0	0	0
"ENSG00000207637"	"MIR595"	96	0	0	0
"ENSG00000225365"	"AC078942.1"	589	0	0	0
"ENSG00000232715"	"LINC01022"	394	0	0	0
"ENSG00000265598"	"MIR5707"	81	0	0	0
"ENSG00000224324"	"THAP5P1"	262	0	0	0
"ENSG00000146918"	"NCAPG2"	6988	431	272	469
"ENSG00000228030"	"AC019084.1"	432	0	0	2
"ENSG00000117868"	"ESYT2"	7098	3335	3111	3898
"ENSG00000126870"	"WDR60"	6667	466	680	1082
"ENSG00000231419"	"LINC00689"	9158	1	0	1
"ENSG00000106018"	"VIPR2"	5222	0	27	18
"ENSG00000229435"	"PIP5K1P2"	1120	0	1	0
"ENSG00000253620"	"AC144568.1"	137	1	0	0
"ENSG00000253896"	"AC144568.2"	972	0	0	0
"ENSG00000254193"	"AC131281.2"	145	0	0	0
"ENSG00000253612"	"WBP1LP3"	208	0	0	0
"ENSG00000176269"	"OR4F21"	995	0	0	0
"ENSG00000255464"	"SEPT14P8"	178	0	4	3
"ENSG00000253166"	"AC131281.1"	164	1	1	5
"ENSG00000223508"	"RPL23AP53"	1023	33	72	107
"ENSG00000172748"	"ZNF596"	6008	67	93	179
"ENSG00000272812"	"AC004908.2"	574	15	15	25
"ENSG00000272240"	"AC004908.1"	541	0	2	13
"ENSG00000273402"	"AC004908.3"	625	7	7	17
"ENSG00000254104"	"AC136777.2"	358	0	0	0
"ENSG00000249868"	"AC136777.1"	369	0	0	0
"ENSG00000182366"	"FAM87A"	4531	0	1	0
"ENSG00000147364"	"FBXO25"	11438	714	535	1143
"ENSG00000272293"	"AC083964.1"	630	0	5	11
"ENSG00000279852"	"AC083964.2"	2396	0	4	0
"ENSG00000180190"	"TDRP"	3613	7	359	458
"ENSG00000104714"	"ERICH1"	9726	599	253	351
"ENSG00000254207"	"AC100797.1"	316	1	0	0
"ENSG00000198010"	"DLGAP2"	15159	1	2	8
"ENSG00000282375"	"AC100797.4"	1827	0	0	0
"ENSG00000282759"	"AC026950.2"	470	0	0	0
"ENSG00000282692"	"AC129915.3"	948	0	0	0
"ENSG00000254160"	"AC110288.1"	446	0	0	0
"ENSG00000275427"	"AF067845.2"	3049	0	0	0
"ENSG00000260721"	"AF067845.1"	1192	0	0	2
"ENSG00000282160"	"AF067845.5"	437	0	1	3
"ENSG00000281961"	"AF067845.4"	480	0	1	1
"ENSG00000253267"	"DLGAP2-AS1"	2062	0	0	0
"ENSG00000283576"	"AC100810.6"	285	0	0	0
"ENSG00000254265"	"AC100810.2"	927	0	0	0
"ENSG00000182372"	"CLN8"	9459	3619	1147	918
"ENSG00000282021"	"AC100810.3"	2240	4	3	4
"ENSG00000253982"	"AC100810.1"	1322	496	216	324
"ENSG00000283239"	"KBTBD11-OT1"	7139	0	0	0
"ENSG00000283858"	"MIR3674"	68	0	0	0
"ENSG00000207826"	"MIR596"	77	0	0	0
"ENSG00000104728"	"ARHGEF10"	10792	17	231	174
"ENSG00000285957"	"AC019257.7"	2982	0	1	2
"ENSG00000253764"	"AC019257.1"	2011	4	1	0
"ENSG00000253696"	"KBTBD11-OT1"	815	0	1	0
"ENSG00000176595"	"KBTBD11"	6710	167	86	175
"ENSG00000270988"	"AC019257.2"	497	2	0	0
"ENSG00000253805"	"AC245164.1"	412	0	0	0
"ENSG00000036448"	"MYOM2"	7062	9	20	59
"ENSG00000273593"	"MIR7160"	52	0	0	0
"ENSG00000253444"	"AC245519.1"	512	0	0	0
"ENSG00000282686"	"AC245519.2"	475	0	0	0
"ENSG00000282142"	"AC245187.2"	475	0	0	0
"ENSG00000253855"	"AC245187.1"	559	0	0	0
"ENSG00000277526"	"AC245123.1"	1722	0	0	0
"ENSG00000254319"	"AC246817.2"	1674	0	0	0
"ENSG00000253853"	"AC246817.1"	610	1	0	0
"ENSG00000183117"	"CSMD1"	18705	2	31	10
"ENSG00000253162"	"AC026991.1"	463	0	0	0
"ENSG00000285861"	"AC026991.2"	811	0	0	0
"ENSG00000222546"	"RNA5SP251"	137	0	0	0
"ENSG00000285977"	"AC022068.1"	985	0	0	0
"ENSG00000254244"	"PAICSP4"	1253	1	2	2
"ENSG00000253262"	"AC019176.1"	225	0	0	0
"ENSG00000273876"	"AC019176.2"	315	0	0	0
"ENSG00000206661"	"RF00156"	134	0	0	0
"ENSG00000242079"	"RN7SL318P"	297	0	0	0
"ENSG00000278256"	"AC007718.1"	280	0	0	0
"ENSG00000271248"	"AC091193.1"	448	0	0	0
"ENSG00000240486"	"RPL23AP54"	419	0	0	0
"ENSG00000253510"	"AC004944.1"	3059	0	0	0
"ENSG00000254007"	"AC084768.1"	923	0	0	0
"ENSG00000275461"	"AC084768.2"	221	0	0	0
"ENSG00000253571"	"AC087369.1"	996	0	0	0
"ENSG00000222589"	"RN7SKP159"	292	0	0	0
"ENSG00000253189"	"AC079054.1"	331	0	0	0
"ENSG00000253880"	"AC009435.1"	574	0	0	0
"ENSG00000246089"	"AC016065.1"	2934	29	31	34
"ENSG00000147316"	"MCPH1"	9775	672	472	674
"ENSG00000253550"	"AC016065.2"	444	0	0	0
"ENSG00000091879"	"ANGPT2"	6775	2	13	0
"ENSG00000271743"	"AF287957.1"	1595	1	5	0
"ENSG00000249898"	"MCPH1-AS1"	3046	5	4	11
"ENSG00000276580"	"MIR8055"	97	0	0	0
"ENSG00000155189"	"AGPAT5"	4684	1522	306	381
"ENSG00000266038"	"MIR4659A"	81	0	0	0
"ENSG00000283386"	"MIR4659B"	73	0	0	0
"ENSG00000275591"	"XKR5"	5031	0	7	34
"ENSG00000245857"	"GS1-24F4.2"	1433	0	0	3
"ENSG00000164825"	"DEFB1"	478	0	0	0
"ENSG00000250752"	"RPL23AP96"	591	2	1	0
"ENSG00000164822"	"DEFA6"	469	0	0	0
"ENSG00000254625"	"AF233439.1"	401	0	0	0
"ENSG00000164821"	"DEFA4"	617	0	0	0
"ENSG00000223629"	"DEFA8P"	285	0	0	0
"ENSG00000233238"	"DEFA9P"	285	0	0	0
"ENSG00000233531"	"DEFA10P"	288	0	0	0
"ENSG00000206047"	"DEFA1"	486	0	0	0
"ENSG00000215378"	"DEFT1P"	496	0	0	0
"ENSG00000240247"	"DEFA1B"	491	0	0	0
"ENSG00000232039"	"DEFT1P2"	421	0	0	0
"ENSG00000239839"	"DEFA3"	498	0	0	0
"ENSG00000234178"	"DEFA11P"	261	0	0	0
"ENSG00000206042"	"DEFA7P"	285	0	0	0
"ENSG00000164816"	"DEFA5"	449	0	0	0
"ENSG00000255273"	"AF238378.1"	358	0	0	0
"ENSG00000284620"	"AF228730.5"	2040	0	3	0
"ENSG00000234120"	"AF228730.2"	183	0	0	0
"ENSG00000228744"	"RPS3AP30"	848	0	0	0
"ENSG00000254683"	"SNRPCP6"	210	0	0	0
"ENSG00000230106"	"SNRPCP15"	192	0	0	0
"ENSG00000214268"	"RPS3AP33"	663	0	0	0
"ENSG00000231930"	"AF228730.1"	102	0	0	0
"ENSG00000284614"	"AF228730.4"	218	2	0	0
"ENSG00000284728"	"AF228730.6"	221	0	0	0
"ENSG00000255025"	"AF228730.3"	346	0	0	0
"ENSG00000177306"	"OR7E125P"	846	0	0	0
"ENSG00000230045"	"FAM90A15P"	1395	0	0	0
"ENSG00000233132"	"FAM90A3P"	1395	0	0	0
"ENSG00000249005"	"FAM90A4P"	1395	0	0	0
"ENSG00000223885"	"FAM90A13P"	1395	0	0	0
"ENSG00000215373"	"FAM90A5P"	1395	0	0	0
"ENSG00000233295"	"FAM90A20P"	1395	0	0	0
"ENSG00000215374"	"FAM66B"	3339	0	0	0
"ENSG00000206034"	"DEFB109B"	264	0	0	0
"ENSG00000230549"	"USP17L1"	1593	0	0	0
"ENSG00000236125"	"USP17L4"	1593	0	0	0
"ENSG00000235778"	"AC130360.1"	1117	0	0	0
"ENSG00000215372"	"ZNF705G"	3644	0	0	0
"ENSG00000215371"	"DEFB108C"	252	0	0	0
"ENSG00000177257"	"DEFB4B"	332	0	0	0
"ENSG00000255128"	"HSPD1P3"	1556	0	0	0
"ENSG00000177243"	"DEFB103B"	518	0	0	0
"ENSG00000164871"	"SPAG11B"	1973	0	0	0
"ENSG00000177023"	"DEFB104B"	281	0	0	0
"ENSG00000187082"	"DEFB106B"	316	0	0	0
"ENSG00000186599"	"DEFB105B"	331	0	0	0
"ENSG00000198129"	"DEFB107B"	389	0	0	0
"ENSG00000285659"	"AC134684.7"	838	0	0	0
"ENSG00000255251"	"PRR23D1"	1587	0	0	0
"ENSG00000285927"	"AC134684.10"	625	0	0	0
"ENSG00000248944"	"FAM90A6P"	1394	0	0	0
"ENSG00000285975"	"AC134684.11"	1395	0	0	0
"ENSG00000234749"	"FAM90A21P"	1396	0	0	0
"ENSG00000285687"	"AC134684.8"	1395	0	0	0
"ENSG00000285765"	"AC134684.9"	1395	0	0	0
"ENSG00000233176"	"OR7E157P"	911	0	0	0
"ENSG00000254796"	"AC134684.1"	264	0	0	0
"ENSG00000284617"	"AC134684.6"	218	0	0	0
"ENSG00000284655"	"AC084121.3"	218	0	0	0
"ENSG00000284698"	"AC084121.4"	221	0	0	0
"ENSG00000254889"	"AC084121.2"	264	0	0	0
"ENSG00000254715"	"OR7E154P"	932	0	0	0
"ENSG00000285814"	"AC084121.9"	1395	0	0	0
"ENSG00000285913"	"AC084121.11"	1395	0	0	0
"ENSG00000285620"	"AC084121.6"	1395	0	0	0
"ENSG00000285937"	"AC084121.12"	1395	0	0	0
"ENSG00000285720"	"AC084121.8"	1395	0	0	0
"ENSG00000285657"	"AC084121.7"	1395	0	0	0
"ENSG00000285607"	"AC084121.5"	1395	0	0	0
"ENSG00000285950"	"AC084121.13"	1395	0	0	0
"ENSG00000285862"	"AC084121.10"	625	0	0	0
"ENSG00000255378"	"PRR23D2"	1587	0	0	0
"ENSG00000254776"	"AC084121.1"	835	0	0	0
"ENSG00000186572"	"DEFB107A"	389	0	0	0
"ENSG00000186562"	"DEFB105A"	330	0	0	0
"ENSG00000186579"	"DEFB106A"	303	0	0	0
"ENSG00000176782"	"DEFB104A"	281	0	0	0
"ENSG00000178287"	"SPAG11A"	1973	0	0	0
"ENSG00000176797"	"DEFB103A"	518	0	0	0
"ENSG00000254543"	"HSPD1P2"	1553	0	0	0
"ENSG00000171711"	"DEFB4A"	380	0	0	0
"ENSG00000215356"	"ZNF705B"	1207	0	0	0
"ENSG00000229907"	"DEFB108A"	222	0	0	0
"ENSG00000225725"	"FAM66E"	2841	0	0	0
"ENSG00000255211"	"AC130365.1"	1201	0	0	0
"ENSG00000237038"	"USP17L8"	1593	0	0	0
"ENSG00000225327"	"USP17L3"	1593	0	0	0
"ENSG00000205989"	"DEFB109C"	264	0	0	0
"ENSG00000233115"	"FAM90A11P"	2218	0	0	0
"ENSG00000215354"	"FAM90A24P"	2379	0	0	0
"ENSG00000254229"	"FAM90A12P"	2375	0	0	0
"ENSG00000227013"	"OR7E96P"	976	0	0	0
"ENSG00000253881"	"AC105233.2"	349	0	0	0
"ENSG00000284603"	"AC105233.4"	216	0	0	0
"ENSG00000284606"	"AC105233.5"	7317	33	0	2
"ENSG00000284661"	"AC105233.6"	218	0	0	0
"ENSG00000255459"	"AC105233.3"	744	0	0	0
"ENSG00000221305"	"MIR548I3"	149	0	0	0
"ENSG00000244427"	"AC105233.1"	781	0	0	0
"ENSG00000254311"	"SNRPCP17"	205	0	0	0
"ENSG00000249188"	"ENPP7P1"	999	1	0	0
"ENSG00000253893"	"FAM85B"	792	0	0	4
"ENSG00000268955"	"AC068020.1"	661	0	0	1
"ENSG00000173295"	"FAM86B3P"	4870	42	21	35
"ENSG00000253981"	"ALG1L13P"	1447	6	0	1
"ENSG00000275342"	"PRAG1"	4904	601	661	317
"ENSG00000253505"	"AC103957.1"	1667	1	0	0
"ENSG00000254153"	"AC103957.2"	510	0	0	0
"ENSG00000253343"	"AC114550.2"	397	0	0	0
"ENSG00000253774"	"AC114550.3"	579	0	0	0
"ENSG00000253130"	"AC114550.1"	1075	0	0	0
"ENSG00000263616"	"RN7SL178P"	304	1	0	0
"ENSG00000253958"	"CLDN23"	2169	19	5	28
"ENSG00000284717"	"AC087269.2"	975	0	0	0
"ENSG00000254367"	"AC087269.1"	925	2	1	2
"ENSG00000147324"	"MFHAS1"	6883	1472	1848	1894
"ENSG00000200713"	"RNU6-682P"	106	0	1	0
"ENSG00000270966"	"AC087763.1"	286	0	0	1
"ENSG00000233609"	"RPL10P19"	1442	0	1	7
"ENSG00000207244"	"RF00156"	134	0	0	0
"ENSG00000104626"	"ERI1"	6385	467	528	670
"ENSG00000263407"	"MIR4660"	74	0	0	0
"ENSG00000239078"	"RNU7-55P"	62	0	0	0
"ENSG00000197334"	"RF00017"	269	1	0	0
"ENSG00000173281"	"PPP1R3B"	5776	312	665	1069
"ENSG00000254340"	"AC022784.5"	651	0	4	1
"ENSG00000248538"	"AC022784.1"	17427	3	4	4
"ENSG00000279949"	"AC022784.6"	559	0	0	0
"ENSG00000253252"	"AC022784.2"	328	0	0	0
"ENSG00000254091"	"AC022784.4"	437	0	0	0
"ENSG00000253887"	"AC022784.3"	422	0	0	0
"ENSG00000207415"	"RNU6-1151P"	107	0	0	0
"ENSG00000253735"	"AC021736.1"	563	0	0	0
"ENSG00000201815"	"RNU6-526P"	106	0	0	0
"ENSG00000254237"	"AC021242.2"	1525	0	1	0
"ENSG00000249050"	"AC021242.1"	2035	0	0	0
"ENSG00000272267"	"AC021242.3"	1377	9	5	5
"ENSG00000173273"	"TNKS"	14186	903	3782	3915
"ENSG00000253697"	"AC103834.1"	144	0	0	0
"ENSG00000207701"	"MIR597"	97	1	0	0
"ENSG00000253230"	"LINC00599"	4136	78	0	0
"ENSG00000284321"	"MIR124-1"	85	0	0	0
"ENSG00000260093"	"AC034111.1"	3770	7	1	1
"ENSG00000175806"	"MSRA"	4162	619	84	106
"ENSG00000285675"	"AC023385.1"	2041	1	0	0
"ENSG00000285606"	"AC079200.1"	1576	0	0	0
"ENSG00000249848"	"AC112673.1"	575	0	0	0
"ENSG00000261451"	"AC104964.2"	4641	11	4	2
"ENSG00000253641"	"LINCR-0001"	1271	11	4	2
"ENSG00000285237"	"AC104964.4"	257	0	0	0
"ENSG00000207128"	"RNU6-729P"	107	0	0	0
"ENSG00000253678"	"AC104964.1"	1496	0	0	0
"ENSG00000253649"	"PRSS51"	3036	0	0	0
"ENSG00000272505"	"AC104964.3"	2860	20	0	3
"ENSG00000184647"	"PRSS55"	3135	0	0	0
"ENSG00000183638"	"RP1L1"	8881	2	1	1
"ENSG00000263762"	"MIR4286"	93	0	0	0
"ENSG00000171060"	"C8orf74"	5346	0	0	0
"ENSG00000212433"	"RNA5SP252"	119	0	0	0
"ENSG00000171056"	"SOX7"	3216	5	8	4
"ENSG00000258724"	"PINX1"	1753	0	0	0
"ENSG00000248896"	"AC105001.1"	1019	0	0	0
"ENSG00000254093"	"PINX1"	2802	161	38	33
"ENSG00000283210"	"MIR1322"	71	0	0	0
"ENSG00000253695"	"AC011008.1"	439	0	0	0
"ENSG00000280294"	"AC011008.2"	3352	2	2	0
"ENSG00000171044"	"XKR6"	5209	63	41	58
"ENSG00000207600"	"MIR598"	97	0	0	0
"ENSG00000254839"	"AF131215.3"	639	0	0	0
"ENSG00000269918"	"AF131215.6"	2014	54	33	60
"ENSG00000255310"	"AF131215.5"	1939	129	59	131
"ENSG00000254936"	"AF131215.4"	1741	11	6	8
"ENSG00000254556"	"AF131215.2"	1710	6	2	10
"ENSG00000231965"	"AF131215.1"	520	0	0	0
"ENSG00000270076"	"AF131215.7"	707	7	2	7
"ENSG00000236827"	"LINC00529"	241	0	0	0
"ENSG00000239315"	"RPL19P13"	583	0	0	0
"ENSG00000249316"	"AF131216.2"	564	0	0	0
"ENSG00000280273"	"AF131216.4"	1588	8	0	1
"ENSG00000104643"	"MTMR9"	8804	630	704	833
"ENSG00000246477"	"AF131216.1"	5856	2	0	4
"ENSG00000177710"	"SLC35G5"	1321	4	5	2
"ENSG00000154316"	"TDH"	2235	1	3	0
"ENSG00000255020"	"AF131216.3"	1099	0	0	0
"ENSG00000184608"	"FAM167A-AS1"	1909	0	0	0
"ENSG00000242483"	"RN7SL293P"	281	0	0	0
"ENSG00000199368"	"RNU6-1084P"	107	0	0	0
"ENSG00000154319"	"FAM167A"	5076	98	53	67
"ENSG00000284957"	"AF131216.5"	710	0	0	0
"ENSG00000136573"	"BLK"	5077	0	0	0
"ENSG00000269954"	"AC022239.1"	2594	0	0	0
"ENSG00000170983"	"LINC00208"	2150	0	0	0
"ENSG00000136574"	"GATA4"	4443	3	665	912
"ENSG00000255394"	"C8orf49"	1968	0	37	14
"ENSG00000154328"	"NEIL2"	3367	576	267	415
"ENSG00000227203"	"SUB1P1"	382	2	2	3
"ENSG00000079459"	"FDFT1"	5202	1561	1956	1430
"ENSG00000255046"	"AC069185.1"	1091	4	0	2
"ENSG00000164733"	"CTSB"	7428	76468	10764	29092
"ENSG00000269899"	"AC025857.2"	238	47	13	11
"ENSG00000255144"	"AC025857.1"	377	1	0	0
"ENSG00000254948"	"OR7E158P"	910	0	0	1
"ENSG00000206014"	"OR7E161P"	1047	0	1	0
"ENSG00000205884"	"DEFB136"	237	0	0	0
"ENSG00000205883"	"DEFB135"	234	0	0	0
"ENSG00000205882"	"DEFB134"	1068	0	1	0
"ENSG00000255174"	"AC107918.3"	382	0	0	0
"ENSG00000254507"	"DEFB131E"	683	0	1	1
"ENSG00000284610"	"AC107918.4"	3141	0	5	9
"ENSG00000255016"	"AC107918.2"	355	0	0	0
"ENSG00000254817"	"AC107918.1"	967	0	0	0
"ENSG00000254700"	"DEFB131C"	165	0	0	0
"ENSG00000233050"	"DEFB130B"	240	0	0	0
"ENSG00000252029"	"RNA5SP253"	50	0	0	0
"ENSG00000255544"	"DEFB108D"	222	0	0	0
"ENSG00000215343"	"ZNF705D"	3377	0	0	0
"ENSG00000255052"	"FAM66D"	918	0	0	1
"ENSG00000254923"	"AC130366.1"	1192	0	0	0
"ENSG00000226430"	"USP17L7"	2022	0	0	0
"ENSG00000223443"	"USP17L2"	1910	0	0	0
"ENSG00000254866"	"DEFB109D"	240	0	0	0
"ENSG00000205879"	"FAM90A2P"	1395	0	0	0
"ENSG00000249889"	"ALG1L11P"	450	0	0	1
"ENSG00000186523"	"FAM86B1"	4232	1	1	3
"ENSG00000255495"	"AC145124.1"	1361	1	7	13
"ENSG00000254527"	"ENPP7P12"	631	0	0	0
"ENSG00000237215"	"DEFB131D"	184	0	0	0
"ENSG00000232948"	"DEFB130A"	240	0	0	0
"ENSG00000252535"	"RNA5SP254"	50	0	0	0
"ENSG00000254623"	"DEFB108E"	240	0	0	0
"ENSG00000215339"	"ZNF705CP"	889	0	0	0
"ENSG00000227888"	"FAM66A"	1222	0	3	5
"ENSG00000254423"	"AC087203.1"	1181	0	0	0
"ENSG00000255556"	"AC087203.2"	1587	0	0	0
"ENSG00000242296"	"DEFB109A"	265	0	0	0
"ENSG00000270074"	"AC087203.3"	1547	0	0	0
"ENSG00000251402"	"FAM90A25P"	1395	0	0	0
"ENSG00000250794"	"ALG1L12P"	434	0	0	0
"ENSG00000145002"	"FAM86B2"	1366	0	0	0
"ENSG00000255549"	"ENPP7P6"	929	0	0	0
"ENSG00000283674"	"AC068587.4"	13920	28	0	6
"ENSG00000270154"	"AC130352.1"	661	0	0	1
"ENSG00000242607"	"RPS3AP34"	781	11	0	1
"ENSG00000255122"	"AC068587.2"	186	0	2	3
"ENSG00000284746"	"AC068587.8"	219	0	0	0
"ENSG00000284663"	"AC068587.6"	219	0	0	0
"ENSG00000244289"	"RPS3AP35"	781	0	0	0
"ENSG00000255253"	"AC068587.3"	175	0	0	0
"ENSG00000284724"	"AC068587.7"	219	0	0	0
"ENSG00000284613"	"AC068587.5"	218	0	0	0
"ENSG00000254581"	"AC068587.1"	355	0	0	0
"ENSG00000177400"	"OR7E8P"	1000	0	0	0
"ENSG00000254917"	"OR7E15P"	967	0	0	0
"ENSG00000254724"	"OR7E10P"	991	0	0	0
"ENSG00000264512"	"MIR5692A2"	59	0	0	0
"ENSG00000154359"	"LONRF1"	5685	296	1180	832
"ENSG00000266206"	"MIR3926-1"	73	0	0	0
"ENSG00000283523"	"MIR3926-2"	63	0	0	0
"ENSG00000254813"	"AC123777.1"	1259	0	0	0
"ENSG00000255494"	"LINC00681"	504	0	0	0
"ENSG00000250305"	"TRMT9B"	14668	5	4	4
"ENSG00000251468"	"AC135352.1"	1418	0	0	0
"ENSG00000206996"	"RNU6-842P"	107	0	0	0
"ENSG00000164741"	"DLC1"	12794	110	4005	1792
"ENSG00000200630"	"RF00019"	102	0	0	0
"ENSG00000253932"	"AC019270.1"	3488	0	0	0
"ENSG00000253257"	"MTND4P7"	130	0	1	1
"ENSG00000252179"	"RNA5SP255"	107	0	0	0
"ENSG00000164743"	"C8orf48"	1445	7	14	31
"ENSG00000254491"	"AC022832.1"	645	0	0	0
"ENSG00000255457"	"AC022880.2"	270	0	0	0
"ENSG00000255413"	"AC022880.1"	973	0	0	0
"ENSG00000254753"	"AC022690.2"	589	0	0	0
"ENSG00000254425"	"AC022690.1"	550	0	0	0
"ENSG00000255437"	"AC023538.1"	736	0	1	0
"ENSG00000185053"	"SGCZ"	2234	0	0	4
"ENSG00000254575"	"AC022039.1"	488	0	0	0
"ENSG00000214366"	"EIF4EP5"	640	0	0	1
"ENSG00000252264"	"RNU7-153P"	62	0	0	0
"ENSG00000206950"	"RF00019"	109	0	0	0
"ENSG00000252035"	"RNU6-397P"	104	0	0	0
"ENSG00000255365"	"AC040926.1"	238	0	0	0
"ENSG00000199127"	"MIR383"	73	0	0	0
"ENSG00000255076"	"AC084838.1"	312	0	0	0
"ENSG00000249368"	"AC103851.1"	274	0	0	0
"ENSG00000104723"	"TUSC3"	5190	24	2418	3307
"ENSG00000248423"	"AC100850.1"	649	0	0	0
"ENSG00000250483"	"PPM1AP1"	1135	0	0	0
"ENSG00000226836"	"AC018437.1"	406	0	0	0
"ENSG00000253648"	"AC018437.2"	389	0	0	0
"ENSG00000038945"	"MSR1"	7812	8505	1	681
"ENSG00000253951"	"AC087360.1"	616	0	0	0
"ENSG00000253934"	"MRPL49P2"	465	0	0	0
"ENSG00000253496"	"AC011586.2"	1892	0	0	0
