"ENSEMBL_ID"	"Gene_Symbol"	"Gene_Length"	"CS52old.ISO_3"
"ENSG00000173451"	"THAP2"	6527	214
"ENSG00000258064"	"AC073612.1"	771	0
"ENSG00000139291"	"TMEM19"	6488	860
"ENSG00000257515"	"AC011601.1"	577	0
"ENSG00000080371"	"RAB21"	16036	3631
"ENSG00000257410"	"AC089984.1"	1431	0
"ENSG00000257991"	"AC089984.3"	363	0
"ENSG00000121749"	"TBC1D15"	8227	3034
"ENSG00000257802"	"AC089984.2"	1201	0
"ENSG00000139287"	"TPH2"	6929	0
"ENSG00000258115"	"AC090109.1"	819	15
"ENSG00000072657"	"TRHDE"	11950	527
"ENSG00000236333"	"TRHDE-AS1"	8781	317
"ENSG00000257287"	"AC016256.1"	354	0
"ENSG00000257723"	"CHCHD3P2"	639	0
"ENSG00000258235"	"AC133480.1"	381	0
"ENSG00000258294"	"AC090503.2"	1091	1
"ENSG00000258123"	"LINC02444"	1256	0
"ENSG00000257682"	"AC090503.1"	729	0
"ENSG00000243164"	"AC087879.1"	374	0
"ENSG00000252415"	"RNU6-1012P"	109	0
"ENSG00000257750"	"LINC02445"	459	0
"ENSG00000201809"	"RF00096"	135	0
"ENSG00000257587"	"AC136188.1"	342	0
"ENSG00000258332"	"LINC02394"	2381	0
"ENSG00000251138"	"AC090502.1"	2342	1
"ENSG00000258320"	"AC090502.4"	1386	0
"ENSG00000257183"	"AC090502.3"	529	0
"ENSG00000257113"	"AC090502.2"	280	0
"ENSG00000257364"	"VENTXP3"	773	0
"ENSG00000253719"	"ATXN7L3B"	7604	4947
"ENSG00000257386"	"AC025257.1"	375	4
"ENSG00000257323"	"AC123904.2"	300	0
"ENSG00000188646"	"AC123904.1"	368	0
"ENSG00000257998"	"AC123904.3"	814	0
"ENSG00000257434"	"AC073525.1"	3188	0
"ENSG00000166006"	"KCNC2"	6472	6
"ENSG00000254451"	"AC091534.1"	2356	0
"ENSG00000258112"	"CCNG2P1"	1000	0
"ENSG00000180881"	"CAPS2"	6689	162
"ENSG00000257823"	"AC092552.1"	906	0
"ENSG00000273987"	"AC121761.2"	689	1
"ENSG00000173401"	"GLIPR1L1"	1384	0
"ENSG00000180481"	"GLIPR1L2"	3790	5
"ENSG00000139278"	"GLIPR1"	6273	7760
"ENSG00000257497"	"AC121761.1"	1482	23
"ENSG00000111615"	"KRR1"	10749	3478
"ENSG00000258077"	"AC078923.1"	1385	0
"ENSG00000257777"	"AC022507.1"	1505	0
"ENSG00000258245"	"RPL10P13"	303	0
"ENSG00000251893"	"RF00156"	153	0
"ENSG00000258088"	"AC078820.1"	742	0
"ENSG00000258091"	"AC011611.6"	255	0
"ENSG00000243420"	"RN7SL734P"	298	0
"ENSG00000257329"	"AC011611.2"	358	0
"ENSG00000198923"	"AC011611.1"	197	0
"ENSG00000139289"	"PHLDA1"	8069	212
"ENSG00000257453"	"AC011611.3"	569	0
"ENSG00000257839"	"AC011611.4"	779	4
"ENSG00000187109"	"NAP1L1"	17355	36574
"ENSG00000257941"	"AC011611.5"	578	1
"ENSG00000258304"	"AC233290.2"	390	0
"ENSG00000257872"	"AC233290.1"	1186	0
"ENSG00000252858"	"RNU6-1271P"	105	0
"ENSG00000257219"	"LINC02407"	1201	1
"ENSG00000223273"	"RN7SKP172"	298	0
"ENSG00000179941"	"BBS10"	3595	614
"ENSG00000091039"	"OSBPL8"	9198	5907
"ENSG00000257526"	"AC107032.2"	386	3
"ENSG00000213272"	"RPL7AP9"	800	1
"ENSG00000271142"	"YWHAQP7"	658	0
"ENSG00000243071"	"AC107032.1"	480	11
"ENSG00000241045"	"RPL7P43"	753	0
"ENSG00000258090"	"AC093014.1"	724	1
"ENSG00000186908"	"ZDHHC17"	8800	6085
"ENSG00000175183"	"CSRP2"	5873	13066
"ENSG00000257910"	"AC124784.1"	571	0
"ENSG00000257199"	"AC025161.1"	591	0
"ENSG00000165891"	"E2F7"	6303	249
"ENSG00000257677"	"LINC02464"	368	0
"ENSG00000067798"	"NAV3"	13265	452
"ENSG00000257835"	"AC073591.1"	597	0
"ENSG00000258066"	"AC138331.1"	376	0
"ENSG00000258225"	"AC073571.1"	475	0
"ENSG00000257220"	"FAM213AP1"	668	0
"ENSG00000258220"	"LINC02424"	1264	0
"ENSG00000258084"	"AC128707.1"	1065	0
"ENSG00000257879"	"AC130415.1"	1010	27
"ENSG00000257165"	"AC079362.1"	718	4
"ENSG00000257564"	"AC068993.1"	589	0
"ENSG00000257948"	"AC068993.2"	395	0
"ENSG00000067715"	"SYT1"	6494	1245
"ENSG00000257191"	"AC090709.1"	716	0
"ENSG00000257894"	"AC027288.3"	2253	9
"ENSG00000221788"	"MIR1252"	65	0
"ENSG00000257604"	"AC027288.2"	243	0
"ENSG00000257474"	"AC027288.1"	1394	6
"ENSG00000257956"	"NOP56P3"	385	3
"ENSG00000177425"	"PAWR"	11668	4239
"ENSG00000258048"	"AC073569.2"	354	2
"ENSG00000058272"	"PPP1R12A"	11932	3772
"ENSG00000277130"	"AC073569.3"	682	4
"ENSG00000258044"	"AC073569.1"	667	0
"ENSG00000201942"	"RNA5SP363"	115	0
"ENSG00000257557"	"PPP1R12A-AS1"	3234	18
"ENSG00000271496"	"SNRPGP20"	205	0
"ENSG00000239473"	"RPL7P38"	739	1
"ENSG00000238842"	"RNU7-106P"	67	0
"ENSG00000165899"	"OTOGL"	12278	4
"ENSG00000230291"	"AC078817.1"	435	24
"ENSG00000222880"	"RN7SKP261"	278	0
"ENSG00000139304"	"PTPRQ"	12477	33
"ENSG00000257786"	"AKIRIN1P1"	544	0
"ENSG00000257429"	"AC074031.1"	734	0
"ENSG00000111046"	"MYF6"	1465	0
"ENSG00000111049"	"MYF5"	1542	0
"ENSG00000257741"	"LINC01490"	1478	0
"ENSG00000111052"	"LIN7A"	6795	4128
"ENSG00000207763"	"MIR617"	97	0
"ENSG00000258215"	"AC078886.1"	554	0
"ENSG00000208022"	"MIR618"	98	0
"ENSG00000111058"	"ACSS3"	14301	274
"ENSG00000258026"	"AC078955.1"	882	0
"ENSG00000265227"	"MIR4699"	74	0
"ENSG00000139220"	"PPFIA2"	8573	1
"ENSG00000257467"	"PPFIA2-AS1"	2024	0
"ENSG00000258162"	"AC069228.1"	2310	0
"ENSG00000258375"	"AC079363.1"	1125	0
"ENSG00000257609"	"AC091515.1"	679	0
"ENSG00000257747"	"LINC02426"	1372	0
"ENSG00000258193"	"AC011602.1"	331	0
"ENSG00000133773"	"CCDC59"	3784	1046
"ENSG00000127720"	"METTL25"	3672	221
"ENSG00000257875"	"AC089998.3"	493	0
"ENSG00000258170"	"AC089998.4"	459	0
"ENSG00000257837"	"AC089998.2"	277	0
"ENSG00000257431"	"AC089998.1"	3141	0
"ENSG00000179104"	"TMTC2"	8323	1309
"ENSG00000252220"	"RNU6-977P"	103	0
"ENSG00000213270"	"RPL6P25"	860	1
"ENSG00000258338"	"AC090680.1"	742	0
"ENSG00000257124"	"AC093025.1"	569	0
"ENSG00000285191"	"AC090679.2"	538	0
"ENSG00000257729"	"AC090679.1"	1065	0
"ENSG00000221148"	"RF00334"	125	0
"ENSG00000258358"	"AC087888.1"	1254	0
"ENSG00000257296"	"AC093027.1"	429	0
"ENSG00000072041"	"SLC6A15"	8781	180
"ENSG00000258073"	"AC128657.1"	145	0
"ENSG00000231738"	"TSPAN19"	4085	1
"ENSG00000133640"	"LRRIQ1"	8793	29
"ENSG00000180318"	"ALX1"	1445	0
"ENSG00000258815"	"AC131532.1"	519	0
"ENSG00000257855"	"AC126471.1"	362	0
"ENSG00000258206"	"AC137768.1"	553	0
"ENSG00000198774"	"RASSF9"	5682	58
"ENSG00000133636"	"NTS"	1555	1
"ENSG00000182050"	"MGAT4C"	27763	1822
"ENSG00000258178"	"AC016993.1"	1258	0
"ENSG00000257897"	"AC139697.1"	745	0
"ENSG00000258185"	"AC010196.1"	450	0
"ENSG00000280049"	"AC079597.1"	508	0
"ENSG00000242850"	"RPL23AP68"	445	0
"ENSG00000258205"	"AC079598.4"	117	0
"ENSG00000257648"	"CYCSP30"	172	0
"ENSG00000258173"	"AC079598.2"	34	0
"ENSG00000258128"	"MKRN9P"	2406	1
"ENSG00000257912"	"LINC02258"	777	0
"ENSG00000257940"	"AC079598.1"	554	0
"ENSG00000258179"	"AC079598.3"	265	0
"ENSG00000240721"	"RPS4XP15"	795	0
"ENSG00000165805"	"C12orf50"	5609	0
"ENSG00000133641"	"C12orf29"	6454	749
"ENSG00000198707"	"CEP290"	10388	3328
"ENSG00000252747"	"RNA5SP364"	78	0
"ENSG00000257752"	"AC091516.1"	703	2
"ENSG00000139324"	"TMTC3"	7327	1887
"ENSG00000199245"	"RF00019"	109	0
"ENSG00000049130"	"KITLG"	6205	418
"ENSG00000281333"	"AC024941.2"	493	1
"ENSG00000252850"	"RNU1-117P"	158	0
"ENSG00000278011"	"AC024941.1"	334	0
"ENSG00000246363"	"LINC02458"	2941	0
"ENSG00000257629"	"AC006199.1"	219	0
"ENSG00000257156"	"AC024909.1"	599	0
"ENSG00000238302"	"RNU7-120P"	63	0
"ENSG00000257820"	"MRPS6P4"	286	0
"ENSG00000139318"	"DUSP6"	4632	460
"ENSG00000274021"	"AC024909.2"	2257	3
"ENSG00000271327"	"AC010201.2"	1495	18
"ENSG00000271259"	"AC010201.1"	540	1
"ENSG00000139323"	"POC1B"	8746	333
"ENSG00000226982"	"CENPCP1"	2578	0
"ENSG00000257594"	"GALNT4"	5399	10
"ENSG00000259075"	"POC1B-GALNT4"	5500	0
"ENSG00000270344"	"POC1B-AS1"	8041	37
"ENSG00000279939"	"AC025034.2"	286	0
"ENSG00000258302"	"AC025034.1"	1711	6
"ENSG00000070961"	"ATP2B1"	9493	12508
"ENSG00000271614"	"ATP2B1-AS1"	3632	145
"ENSG00000252207"	"RNA5SP365"	107	1
"ENSG00000257480"	"MRPL2P1"	919	0
"ENSG00000252823"	"RNU6-148P"	94	0
"ENSG00000258216"	"AC084200.1"	682	2
"ENSG00000258290"	"BRWD1P2"	340	0
"ENSG00000257725"	"LINC02399"	400	0
"ENSG00000257194"	"AC126178.1"	926	0
"ENSG00000258183"	"LINC02392"	1122	0
"ENSG00000257995"	"AC084365.1"	310	0
"ENSG00000257787"	"AC112481.1"	901	0
"ENSG00000197651"	"CCER1"	3244	0
"ENSG00000196243"	"LINC00615"	1406	0
"ENSG00000083782"	"EPYC"	1805	30
"ENSG00000139330"	"KERA"	2162	2
"ENSG00000139329"	"LUM"	3008	172451
"ENSG00000011465"	"DCN"	12847	217989
"ENSG00000258148"	"AC007115.1"	234	0
"ENSG00000258100"	"AC025035.1"	894	3
"ENSG00000274647"	"RF02110"	112	0
"ENSG00000277738"	"AC126175.1"	758	0
"ENSG00000258125"	"AC025254.1"	247	0
"ENSG00000258224"	"AC090049.2"	109	0
"ENSG00000257893"	"LINC02404"	1188	0
"ENSG00000257863"	"AC090049.1"	1011	0
"ENSG00000257242"	"LINC01619"	3642	1
"ENSG00000133639"	"BTG1"	4854	870
"ENSG00000245904"	"AC025164.1"	7589	14
"ENSG00000239201"	"RPL21P106"	478	0
"ENSG00000199895"	"RF00019"	101	0
"ENSG00000277851"	"LINC02391"	800	0
"ENSG00000205057"	"CLLU1OS"	686	0
"ENSG00000257127"	"CLLU1"	6810	0
"ENSG00000266923"	"AC063949.2"	1968	0
"ENSG00000205056"	"LINC02397"	10626	1
"ENSG00000258262"	"AC063949.1"	865	0
"ENSG00000187510"	"PLEKHG7"	6487	5
"ENSG00000102189"	"EEA1"	10150	3192
"ENSG00000258012"	"AC026111.1"	1195	1
"ENSG00000257195"	"HNRNPA1P50"	928	2
"ENSG00000202534"	"RNU6-1329P"	107	0
"ENSG00000257345"	"LINC02413"	1251	0
"ENSG00000257322"	"AC138123.1"	1914	1
"ENSG00000207365"	"RF00019"	107	0
"ENSG00000270506"	"AC021646.1"	484	0
"ENSG00000256393"	"RPL41P5"	78	84
"ENSG00000257746"	"AC138123.2"	791	0
"ENSG00000257210"	"NACAP8"	481	1
"ENSG00000258171"	"LINC02412"	1269	0
"ENSG00000201502"	"RF00284"	80	0
"ENSG00000257512"	"AC124947.2"	1133	1
"ENSG00000257252"	"AC124947.1"	865	0
"ENSG00000173598"	"NUDT4"	10078	1144
"ENSG00000177889"	"UBE2N"	6269	1633
"ENSG00000200011"	"RF00019"	102	0
"ENSG00000198015"	"MRPL42"	16393	2327
"ENSG00000243015"	"RN7SL737P"	282	0
"ENSG00000258271"	"AC025260.1"	430	0
"ENSG00000246985"	"SOCS2-AS1"	3816	6
"ENSG00000120833"	"SOCS2"	6776	33
"ENSG00000186076"	"AC012085.1"	765	0
"ENSG00000169372"	"CRADD"	4276	150
"ENSG00000258274"	"AC012085.2"	1949	0
"ENSG00000264978"	"RN7SL630P"	297	0
"ENSG00000258303"	"AC012464.2"	779	0
"ENSG00000257283"	"AC012464.1"	540	0
"ENSG00000271382"	"AC012464.3"	2773	6
"ENSG00000223126"	"RN7SKP263"	309	0
"ENSG00000257360"	"AC123567.1"	1261	0
"ENSG00000136040"	"PLXNC1"	9887	24
"ENSG00000258035"	"AC123567.2"	473	0
"ENSG00000258172"	"AC073655.1"	493	0
"ENSG00000258365"	"AC073655.2"	1116	0
"ENSG00000173588"	"CEP83"	6925	224
"ENSG00000244391"	"RN7SL330P"	307	0
"ENSG00000213250"	"RBMS2P1"	1226	8
"ENSG00000278916"	"CEP83-DT"	2482	5
"ENSG00000257400"	"AC023161.1"	420	0
"ENSG00000244091"	"RN7SL483P"	285	0
"ENSG00000258357"	"AC023161.2"	780	2
"ENSG00000236349"	"SUCLG2P2"	1296	8
"ENSG00000266099"	"MIR5700"	71	0
"ENSG00000057704"	"TMCC3"	6515	445
"ENSG00000283818"	"MIR7844"	122	0
"ENSG00000257847"	"LSM3P2"	273	0
"ENSG00000216306"	"KRT19P2"	1012	1
"ENSG00000283998"	"MIR492"	116	0
"ENSG00000184752"	"NDUFA12"	1815	1090
"ENSG00000120798"	"NR2C1"	6529	1700
"ENSG00000180263"	"FGD6"	10044	2298
"ENSG00000257121"	"AC126615.2"	515	0
"ENSG00000237774"	"AC126615.1"	630	3
"ENSG00000028203"	"VEZT"	8757	3034
"ENSG00000202470"	"RF00019"	103	1
"ENSG00000257666"	"CBX3P5"	521	0
"ENSG00000212535"	"RNU6-808P"	108	3
"ENSG00000199172"	"MIR331"	94	0
"ENSG00000265917"	"MIR3685"	62	14
"ENSG00000257943"	"AC084879.1"	3173	0
"ENSG00000258313"	"AC084879.2"	369	0
"ENSG00000222544"	"RNU6-735P"	107	0
"ENSG00000241556"	"AC018475.1"	465	0
"ENSG00000111142"	"METAP2"	4491	4891
"ENSG00000136014"	"USP44"	5386	22
"ENSG00000257150"	"PGAM1P5"	2367	1
"ENSG00000212448"	"RF00019"	98	0
"ENSG00000074527"	"NTN4"	4166	242
"ENSG00000199506"	"RNU6-247P"	107	0
"ENSG00000258343"	"AC090001.1"	924	0
"ENSG00000258292"	"LINC02410"	393	0
"ENSG00000139343"	"SNRPF"	3043	1057
"ENSG00000165972"	"CCDC38"	5296	2
"ENSG00000285030"	"AC090001.2"	629	0
"ENSG00000139344"	"AMDHD1"	2686	0
"ENSG00000084110"	"HAL"	5146	25
"ENSG00000257878"	"AC007298.2"	862	2
"ENSG00000111144"	"LTA4H"	7350	5813
"ENSG00000257715"	"AC007298.1"	656	1
"ENSG00000258251"	"YPEL5P3"	352	0
"ENSG00000277062"	"RN7SL88P"	299	0
"ENSG00000283422"	"LINC02452"	2982	0
"ENSG00000111145"	"ELK3"	4648	1625
"ENSG00000258177"	"AC008149.1"	525	0
"ENSG00000059758"	"CDK17"	6547	1161
"ENSG00000201435"	"RNU4-24P"	139	0
"ENSG00000257169"	"AC125612.1"	377	0
"ENSG00000258272"	"AC007513.1"	379	0
"ENSG00000252827"	"RN7SKP11"	287	0
"ENSG00000188596"	"CFAP54"	12914	4
"ENSG00000258846"	"EEF1A1P33"	1362	1
"ENSG00000139350"	"NEDD1"	4463	1113
"ENSG00000202368"	"RF00019"	102	0
"ENSG00000258131"	"AC007656.1"	573	0
"ENSG00000257470"	"AC013417.1"	271	0
"ENSG00000279190"	"AC007656.2"	4547	0
"ENSG00000257920"	"LINC02409"	576	0
"ENSG00000255794"	"RMST"	6421	0
"ENSG00000221479"	"MIR1251"	70	0
"ENSG00000273942"	"RF01963"	136	0
"ENSG00000274230"	"RF01964"	109	0
"ENSG00000275231"	"RF01965"	107	0
"ENSG00000273570"	"RF01966"	126	0
"ENSG00000275971"	"RF01967"	203	0
"ENSG00000274819"	"RF01968"	268	0
"ENSG00000251844"	"RF00537"	92	0
"ENSG00000278802"	"RF01969"	165	0
"ENSG00000276398"	"RF01970"	193	0
"ENSG00000279798"	"AC018659.2"	715	0
"ENSG00000207586"	"MIR135A2"	100	0
"ENSG00000277081"	"RF01971"	154	0
"ENSG00000257157"	"AC018659.1"	169	0
"ENSG00000257501"	"AC007424.1"	5252	0
"ENSG00000206899"	"RNU6-36P"	107	0
"ENSG00000265861"	"MIR4495"	66	0
"ENSG00000263890"	"MIR4303"	66	0
"ENSG00000258312"	"AC016152.1"	521	1
"ENSG00000257580"	"AC008055.1"	609	0
"ENSG00000201296"	"RNU4-41P"	143	0
"ENSG00000227825"	"SLC9A7P1"	3311	18
"ENSG00000245017"	"LINC02453"	1918	19
"ENSG00000257167"	"TMPO-AS1"	3357	110
"ENSG00000120802"	"TMPO"	8593	5675
"ENSG00000225185"	"PPIAP8"	492	1
"ENSG00000075415"	"SLC25A3"	8896	18556
"ENSG00000212443"	"SNORA53"	249	8
"ENSG00000166130"	"IKBIP"	4163	3535
"ENSG00000120868"	"APAF1"	7908	2649
"ENSG00000185046"	"ANKS1B"	11053	955
"ENSG00000258204"	"AC008126.1"	480	1
"ENSG00000257458"	"AC069437.1"	512	0
"ENSG00000202324"	"RNA5SP366"	123	0
"ENSG00000258039"	"AC117377.1"	1038	0
"ENSG00000180219"	"FAM71C"	1796	0
"ENSG00000214203"	"RPS4XP1"	787	1
"ENSG00000279148"	"AC126474.1"	1293	2
"ENSG00000111647"	"UHRF1BP1L"	6616	1148
"ENSG00000280088"	"AC126474.2"	1750	101
"ENSG00000257696"	"AC010203.2"	418	2
"ENSG00000238105"	"GOLGA2P5"	10957	62
"ENSG00000266610"	"RN7SL176P"	264	0
"ENSG00000257489"	"AC010203.1"	1405	11
"ENSG00000221476"	"MIR1827"	66	0
"ENSG00000075089"	"ACTR6"	3813	731
"ENSG00000166153"	"DEPDC4"	3118	79
"ENSG00000206790"	"RF00019"	103	0
"ENSG00000136021"	"SCYL2"	7481	3463
"ENSG00000179520"	"SLC17A8"	4272	12
"ENSG00000012504"	"NR1H4"	3627	0
"ENSG00000271177"	"AC010200.2"	235	0
"ENSG00000139354"	"GAS2L3"	6799	350
"ENSG00000257803"	"AC010200.1"	1454	3
"ENSG00000151572"	"ANO4"	4997	51
"ENSG00000257325"	"AC138360.1"	386	0
"ENSG00000258007"	"AC063947.1"	557	0
"ENSG00000258033"	"AC063947.2"	1256	2
"ENSG00000256870"	"SLC5A8"	4178	0
"ENSG00000207414"	"RNU6-768P"	107	0
"ENSG00000241744"	"AC079953.1"	736	0
"ENSG00000120800"	"UTP20"	10024	1630
"ENSG00000120805"	"ARL1"	4979	7339
"ENSG00000257543"	"AC063948.1"	379	0
"ENSG00000222890"	"RNU6-1068P"	103	0
"ENSG00000239413"	"RPS27P23"	251	0
"ENSG00000206929"	"RF00019"	108	0
"ENSG00000202249"	"RNU5E-5P"	116	0
"ENSG00000252366"	"RNA5SP367"	118	0
"ENSG00000166211"	"SPIC"	1132	0
"ENSG00000196091"	"MYBPC1"	7385	1
"ENSG00000257514"	"AC117505.1"	699	1
"ENSG00000274560"	"AC010205.1"	449	0
"ENSG00000111666"	"CHPT1"	6004	747
"ENSG00000199933"	"RNY1P16"	111	2
"ENSG00000139351"	"SYCP3"	3829	0
"ENSG00000111670"	"GNPTAB"	9755	2126
"ENSG00000222255"	"RNU6-101P"	104	1
"ENSG00000258230"	"AC063950.1"	642	2
"ENSG00000201168"	"RNA5SP368"	116	0
"ENSG00000222932"	"RNU6-172P"	93	0
"ENSG00000223046"	"RNA5SP369"	108	0
"ENSG00000252863"	"RNU6-1183P"	60	0
"ENSG00000258153"	"HSPE1P4"	308	1
"ENSG00000136048"	"DRAM1"	4180	1303
"ENSG00000257202"	"AC084398.2"	564	0
"ENSG00000241917"	"AC084398.1"	459	0
"ENSG00000258308"	"AC079907.2"	1316	0
"ENSG00000258288"	"NENFP2"	440	0
"ENSG00000120860"	"WASHC3"	2593	396
"ENSG00000257222"	"AC079907.1"	374	0
"ENSG00000075188"	"NUP37"	3492	725
"ENSG00000185480"	"PARPBP"	4745	312
"ENSG00000183395"	"PMCH"	766	0
"ENSG00000281344"	"HELLPAR"	205012	28
"ENSG00000264554"	"RN7SL793P"	296	0
"ENSG00000258142"	"AC093023.1"	507	0
"ENSG00000283052"	"LINC02456"	1323	0
"ENSG00000017427"	"IGF1"	8122	18
"ENSG00000257254"	"AC010202.1"	405	0
"ENSG00000258169"	"LINC00485"	3722	0
"ENSG00000171759"	"PAH"	7731	0
"ENSG00000282964"	"AC026108.1"	547	0
"ENSG00000139352"	"ASCL1"	2472	3
"ENSG00000257703"	"AC068643.1"	825	0
"ENSG00000257860"	"AC068643.2"	1253	0
"ENSG00000179088"	"C12orf42"	4898	0
"ENSG00000257415"	"AC084364.1"	1556	0
"ENSG00000257994"	"AC084364.2"	395	0
"ENSG00000257762"	"LINC02401"	3149	0
"ENSG00000136011"	"STAB2"	9288	2
"ENSG00000212594"	"RF00096"	132	0
"ENSG00000257737"	"AC025265.2"	478	0
"ENSG00000257766"	"AC025265.3"	468	0
"ENSG00000257681"	"AC025265.1"	1063	10
"ENSG00000111696"	"NT5DC3"	8722	461
"ENSG00000257754"	"AC012555.2"	413	0
"ENSG00000257327"	"AC012555.1"	674	1
"ENSG00000214198"	"TTC41P"	6495	11
"ENSG00000166598"	"HSP90B1"	4695	43721
"ENSG00000284503"	"MIR3652"	131	0
"ENSG00000204954"	"C12orf73"	3096	297
"ENSG00000139372"	"TDG"	4903	2190
"ENSG00000120820"	"GLT8D2"	3271	418
"ENSG00000216285"	"AC078819.1"	765	1
"ENSG00000111727"	"HCFC2"	6773	1087
"ENSG00000120837"	"NFYB"	4956	1341
"ENSG00000199415"	"RNA5SP370"	121	0
"ENSG00000257193"	"LINC02385"	428	0
"ENSG00000198431"	"TXNRD1"	6708	2738
"ENSG00000257732"	"AC089983.1"	701	0
"ENSG00000213442"	"RPL18AP3"	528	100
"ENSG00000255150"	"EID3"	1467	5
"ENSG00000171310"	"CHST11"	6492	130
"ENSG00000258111"	"AC079316.1"	411	3
"ENSG00000279176"	"AC079316.2"	1375	0
"ENSG00000264295"	"MIR3922"	84	0
"ENSG00000136052"	"SLC41A2"	5151	406
"ENSG00000222579"	"RF00019"	95	0
"ENSG00000257758"	"KRT18P20"	1279	4
"ENSG00000151131"	"C12orf45"	25887	371
"ENSG00000136010"	"ALDH1L2"	8507	1224
"ENSG00000257999"	"AC016257.1"	641	10
"ENSG00000136051"	"WASHC4"	7698	4930
"ENSG00000136044"	"APPL2"	5124	1286
"ENSG00000235162"	"C12orf75"	2693	865
"ENSG00000257642"	"KCCAT198"	549	0
"ENSG00000257859"	"CASC18"	2586	1
"ENSG00000257773"	"ST13P3"	1110	4
"ENSG00000257890"	"AC011595.2"	632	0
"ENSG00000074590"	"NUAK1"	7008	1518
"ENSG00000257438"	"AC011595.1"	753	0
"ENSG00000257611"	"AC010182.1"	2434	3
"ENSG00000136026"	"CKAP4"	3638	15570
"ENSG00000258355"	"AC079174.1"	312	3
"ENSG00000277715"	"AC079174.2"	2028	17
"ENSG00000238609"	"RNU7-94P"	63	0
"ENSG00000166046"	"TCP11L2"	6558	411
"ENSG00000013503"	"POLR3B"	4858	1146
"ENSG00000257545"	"AC079385.1"	890	1
"ENSG00000111783"	"RFX4"	6783	0
"ENSG00000257711"	"AC079385.2"	863	2
"ENSG00000257918"	"AC079385.3"	809	0
"ENSG00000111785"	"RIC8B"	7795	419
"ENSG00000257119"	"EEF1B2P4"	348	0
"ENSG00000240631"	"RPL30P12"	353	0
"ENSG00000260329"	"AC007541.1"	1469	64
"ENSG00000151135"	"TMEM263"	4768	11188
"ENSG00000120832"	"MTERF2"	3626	604
"ENSG00000008405"	"CRY1"	5062	1615
"ENSG00000257548"	"AC078929.1"	502	0
"ENSG00000257444"	"SETP7"	453	0
"ENSG00000151136"	"BTBD11"	7924	25
"ENSG00000200897"	"RF00284"	81	0
"ENSG00000222302"	"RNA5SP371"	125	0
"ENSG00000257579"	"AC007540.1"	507	0
"ENSG00000222160"	"RF00019"	104	0
"ENSG00000136045"	"PWP1"	2876	2187
"ENSG00000240441"	"AC007622.1"	535	1
"ENSG00000110851"	"PRDM4"	4777	2029
"ENSG00000258136"	"AC007622.2"	1714	0
"ENSG00000187855"	"ASCL4"	2260	0
"ENSG00000257141"	"AC126177.2"	452	0
"ENSG00000274395"	"AC126177.8"	1015	0
"ENSG00000257398"	"AC126177.4"	865	0
"ENSG00000257951"	"AC126177.6"	1009	0
"ENSG00000257392"	"AC126177.3"	688	0
"ENSG00000257426"	"AC126177.5"	178	0
"ENSG00000258072"	"AC126177.7"	679	4
"ENSG00000257129"	"AC126177.1"	2218	0
"ENSG00000075035"	"WSCD2"	6557	20
"ENSG00000257281"	"AC009729.1"	1133	0
"ENSG00000174600"	"CMKLR1"	5690	358
"ENSG00000247213"	"LINC01498"	3143	0
"ENSG00000198855"	"FICD"	4267	215
"ENSG00000075856"	"SART3"	7271	2148
"ENSG00000136003"	"ISCU"	4439	2245
"ENSG00000183160"	"TMEM119"	3189	163
"ENSG00000110876"	"SELPLG"	2494	20
"ENSG00000257221"	"AC007569.1"	859	0
"ENSG00000284388"	"MIR4496"	61	0
"ENSG00000110880"	"CORO1C"	6532	8678
"ENSG00000238457"	"RNU7-169P"	61	0
"ENSG00000200060"	"RF00019"	121	0
"ENSG00000273499"	"RF00561"	128	0
"ENSG00000084112"	"SSH1"	14537	1641
"ENSG00000280110"	"AC087893.2"	255	0
"ENSG00000274598"	"AC087893.1"	664	1
"ENSG00000207622"	"MIR619"	99	0
"ENSG00000110887"	"DAO"	3883	0
"ENSG00000166111"	"SVOP"	7270	1
"ENSG00000201324"	"RNU6-361P"	107	0
"ENSG00000279630"	"AC190387.1"	408	0
"ENSG00000135093"	"USP30"	5135	688
"ENSG00000256262"	"USP30-AS1"	656	0
"ENSG00000212138"	"RNA5SP372"	115	0
"ENSG00000189046"	"ALKBH2"	2290	407
"ENSG00000076248"	"UNG"	2567	757
"ENSG00000256139"	"AC007637.1"	910	12
"ENSG00000076555"	"ACACB"	14505	388
"ENSG00000139445"	"FOXN4"	3471	0
"ENSG00000174527"	"MYO1H"	4792	1
"ENSG00000256560"	"LINC01486"	716	0
"ENSG00000255655"	"AC007570.1"	603	1
"ENSG00000110906"	"KCTD10"	9865	1801
"ENSG00000151148"	"UBE3B"	12453	1055
"ENSG00000139428"	"MMAB"	6290	1084
"ENSG00000200274"	"RNU4-32P"	141	0
"ENSG00000110921"	"MVK"	6480	394
"ENSG00000200794"	"RN7SKP250"	321	0
"ENSG00000139438"	"FAM222A"	3722	14
"ENSG00000255650"	"FAM222A-AS1"	1068	0
"ENSG00000111199"	"TRPV4"	3759	26
"ENSG00000263510"	"MIR4497"	89	0
"ENSG00000139433"	"GLTP"	2696	522
"ENSG00000256351"	"AC007834.2"	343	1
"ENSG00000241413"	"RN7SL441P"	296	0
"ENSG00000249094"	"AC007834.1"	728	0
"ENSG00000139437"	"TCHP"	9054	294
